id,prompt,step,cfg,sampler,width,height,token_count
3791,down in the valley on a foggy little rock stood a pretty little demon blowing his top fire in his eyes and smoke from his head you gotta be real cool to hear the words he said he said mop mop muckity muck muck that cat was mad! by glen orbik and mort drucker ,20,7.0,8,512,512,65
37901,"a rainy day where one man holds his wife, while he's focused serenading to the sizzling bacon in the cast iron pan in the kitchen. hd, 8 k, ektachrome, professional, stock photo, edward hopper, wideangle ",20,7.0,8,1024,512,51
17522,"movie still 35mm film photograph a screaming and angry dangerous shape mechanical creature, with multiple wires, glowing TV monitors lower torso inside of a 1970s science lab, neon lights, dirty, ektachrome photograph, volumetric lighting, f8 aperture, cinematic Eastman 5384 film",20,7.0,8,1024,512,55
53527,"movie still of super spy agent cyborg, cinematic composition, cinematic light, by alejandro jodorosky ",20,7.0,8,512,512,21
50202,"an idealistic marble statue with classic cloth and fractal flowery hair in a fractal garden, glowing delicate flower and mushrooms that grow in a dark fatansy forest on the planet pandora,, symmetrical, ",50,7.0,8,512,512,44
56794,"bmw 1 m solar punk japanese touge halo headlights, rainbow colors, drifting, drone photo, smoke, racing, beautiful, beautiful photography ",20,7.0,8,512,512,27
18735,"extremely detailed awe  stunning beautiful futuristic smooth curvilinear museum interior, translucent gills, hyper real, 8k, colorful, 3D cinematic volumetric light, atmospheric light",20,7.0,8,1024,512,34
38656,"a painting in the style of rob gonsalves of a beautiful large shinto shrine with a torii in a natural setting, soft lighting, seasonal weather, in the desert southwest ",20,7.0,8,768,512,37
12296,"video game art depicting a person playing videogames, high quality digital design ",50,7.0,8,512,512,14
8127,draw with me by mike inel ,20,7.0,8,512,512,7
53480,"birds eye view battle of cape ecnomus, in the style of jackson pollock ",20,7.0,8,512,512,16
54794,"sexy seducing woman in short by agnes cecile, half body portrait, 3 / 4 view from back, bending over, extremely luminous bright design, pastel colours, ink drips, autumn lights ",20,7.0,8,512,704,41
45418,"a close - up of a young hispanic woman with long black hair clutching a small rose in the rain!!, photorealistic, crying, photo by annie leibovitz, moody ",7,7.0,8,512,512,38
53574,"movie still of cyborg sasuke cinematic composition, cinematic light, criterion collection, by david lynch - n 9 ",20,7.0,8,512,512,22
43920,"tiny cute crotchet stuffed animal frog wields a sword and battles a mighty dragon, very detailed, beautiful, epic ",20,7.0,8,512,512,24
46962,"realistic wide angle portrait of a dark bishop, dark magic, heroic pose, beautiful face, full body, dramatic lighting, dark and horror, dust and blood, intricate, wild, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha, footage from space camera ",20,14.0,8,512,640,76
8833,"full body full height, elegant alien mecha character model, default pose. super high resolution photo. symmetrical. orthographic front view. ",20,7.0,8,768,1344,28
55839,a pile of turds by vincent van gogh ,20,7.0,8,512,512,9
17430,"goddess close-up portrait ram skull. jellyfish phoenix head, nautilus, orchid, skull, betta fish, bioluminiscent creatures, intricate artwork by Tooth Wu and wlop and beeple. octane render, trending on artstation, greg rutkowski very coherent symmetrical artwork. cinematic, hyper realism, high detail, octane render, 8k",20,12.0,8,832,1024,77
39752,"beautiful young male prince, gold, 1 9 2 0 s fashion, detailed, smooth, art by anato finnstark, joseph leyendecker, peter mohrbacher, ruan jia, marc simonetti, ayami kojima, cedric peyravernay, finnian macmanus, alphonse mucha, victo ngai ",20,9.0,8,512,704,74
47203,"elon musk totalitarian dictator in the style of beksinski, parts by edward hopper, parts by rodcenko, parts by yue minjun, intricate and epic composition, red by caravaggio, insanely quality, highly detailed, masterpiece, red light, war propaganda, artstation, 4 k ",20,12.0,8,1024,512,63
25012,"Apsaras warrior with shield,traditional Chinese textures, hyper detailed, smooth,by Brook Shaden",20,7.0,8,512,512,20
51767,painting by sargent and leyendecker and greg hildebrandt savrasov levitan above the low clouds on new zealand sokotra faroe island a woman hiking in the mountains overcast thunder storm ,20,9.0,8,512,640,43
26129,a psychedelic painting of the rapper wiz khalifa smoking a joint surrounded by paper planes,20,7.0,8,512,512,16
20331,"painting of sorceress with intricate jewelry riding a dragon, immaculate scale, hyper-realistic, Unreal Engine, Octane Render, digital art, trending on Artstation, 8k, detailed, atmospheric, immaculate",20,12.0,8,1024,512,44
50575,"photorealistic close up documentary style cinematography of a sexy woman with back to camera at the 1 9 6 9 woodstock festival silhouetted and backlit by lens flared magic hour sun shot on 1 6 mm eastman 7 2 5 4 film with a 6 5 mm cooke panchro macro lens shot by cinematographers, malcolm hart, don lenzer, michael margetts, david myers, richard pearce, michael wadleigh and alfred wertheimer at the 1 9 6 9 woodstock music festival during magic hour. ",50,7.0,8,768,384,103
44996,"orientalism face detail of a beautiful woman priestess bangs and thick dark curls hair and hair ties and eyelashes by theodore ralli and nasreddine dinet and anders zorn and edwin longsden long, oil on canvas, masterful intricate artwork, excellent lighting, high detail 8 k ",20,7.0,8,512,512,56
3910,"an hd goth emo punk portrait painted by pablo picasso. her hair is dark brown and cut into a short, messy pixie cut. she has a slightly rounded face, with a pointed chin, large entirely - black eyes, and a small nose. she is wearing a black tank top, a black leather jacket, a black knee - length skirt, and a black choker. ",35,9.0,8,512,512,77
7795,an artwork from the 2 0 1 0 s ,50,10.0,8,1024,640,9
5096,"an extremely detailed matte painting audrey hepburn as a vampire queen in a resplendent black dress with gold and crimson trim and a long leg slit, in the style of magic the gathering, 8 k, sharp focus, detailed face, art by john collier and albert aublet and krenz cushart and artem demura and alphonse mucha ",20,7.0,8,512,512,75
36575,"an empty bedroom, evening, painted by norman rockwell ",20,7.0,8,832,512,10
29113,"My icepunk Seel fursona, realistic, anthro, trending on artstation",20,7.0,8,512,512,21
13371,(Johnny Depp) as Freddy Krueger from the movie A Nightmare on Elm Street,20,7.0,8,512,512,18
18418,"a girl with pink pigtails, and face tattoos, HD, photorealistic",50,7.0,8,512,512,16
53298,"hovering indecision, surrealist painting, by karel thole, by mandy jurgens, oil on canvas, ",20,7.0,8,768,1024,23
57212,"goddess ascending, white hair, long hair, light, divine, intricate, 4 k, highly detailed, sharp focus, digital painting, by artgerm and greg rutkowski and alphonse mucha ",20,7.0,8,512,512,42
42562,super generic hot chick scientist ,20,7.0,8,512,704,5
45896,minecraft villager ,20,7.0,8,512,512,4
42213,"high fashion extreme close - up photoshoot octane render portrait by wayne barlow and carlo crivelli and glenn fabry, a werewolf wearing cool shiny reflective 8 0's sunglasses with colorful lenses and a gold necklace covered flowers, inside a colorful field of beautiful flowers, very short depth of field, bokeh ",20,7.0,8,768,768,63
32853,"beautiful prince, male, black and red clothes, gold details, high fantasy, highly detailed, intricate, smooth, art by anato finnstark, joseph leyendecker, peter mohrbacher, ruan jia, marc simonetti, ayami kojima, cedric peyravernay, finnian macmanus, alphonse mucha, victo ngai ",20,12.0,8,512,768,79
19319,"quarter length photograph of a 10 year old girl, red hair, freckles, studio quality, studio lighting",20,7.0,8,512,512,22
23148,"“a delicate renaissance marble sculpture covered with water veil, highly detailed transparent marble cloth, gi, global illumination, physically based rendering, photorealistic, top light , dark background”",20,7.0,8,512,512,36
33056,"blurry and dreamy screencap of a character from 8 0 s horror anime, vampire woman with short hair wearing dress suit with tie, satoshi kon anime, character design by yoshitaka amano and junji ito, glitchy vhs tape, streets of night tokyo in the background, perfect blue color palette, noisy film grain effect, blurry image ",20,15.0,8,640,512,74
43301,"i dreamt of love, highly detailed, intricate, artstation, digital painting, by makoto shinkai and thomas kindle and james gilleard ",20,7.0,8,512,512,31
3798,"jedi knight that looks like an anthropomorphic panda, fan art ",20,7.0,8,512,512,14
5916,hunt showdown western weapons burning city cinematic highly detailled ,20,16.0,8,512,512,10
17084,"we’re all made up stars theme, various fruits on a ornated porcelain plate on a wooden intricated table, ancien abandoned kitchen, detailed, photorealism, autumn rays of light come from the window, diffuse light, smoky background, fluid coloured smoke, octane render",49,17.0,8,1024,576,58
56267,"the empress tarot card, diane arbus portrait photography ",38,20.0,8,512,704,11
4575,mid century modern owl by cat telsa artist andbernard simunovic ,20,7.0,8,512,768,15
35990,"photo of a stain glass artwork depictinf a mirrored delicate minimalist art nouveau tattoo, vibrant colors, intricate detail, clean lines ",20,15.0,8,512,768,26
27237,a beautiful picture of an island floating above the flood on the hills,20,7.0,8,512,512,13
48738,"painting by sargent and leyendecker and greg hildebrandt savrasov levitan polenov, studio ghibly style mononoke, huge giant old ruins, middle earth above the layered low clouds praire road between forests trees river lakes stones plain land overcast storm masterpiece ",20,7.0,8,704,512,59
30803,"photograph of a very very beautiful steampunk medium format camera!!. plain grey background. centered. highly detailed. gold. big shiny lens. artstation, concept art, symmetry, smooth, sharp focus, art by john singer sargent and and mucha by theodore ralli and nasreddine dinet and anders zorn and nikolay makovsky and edwin long ",20,15.0,4,832,832,73
44353,"film still of old men laughing!!!! sitting at a round table and finger painting in a red room covered in torches directed by david lynch, vibrant colours, backlighting ",7,7.0,8,1024,512,36
10301,a beautiful close - up of a blonde actor from the 1 9 3 0 s. high cheekbones. good bone structure. dressed in 1 9 4 0 s style. butterfly lightning. key light sculpting the cheekbones. by george hurrell. ,20,7.0,8,512,512,50
52323,"formula one car stylized, art gta 5 cover, official fanart behance hd artstation by jesper ejsing, by rhads, makoto shinkai and lois van baarle, ilya kuvshinov, ossdraws, that looks like it is from borderlands and by feng zhu and loish and laurie greasley, victo ngai, andreas rocha, john harris ",20,9.0,8,1024,704,87
34274,"milky way flowing down a cascading waterfall into a reflective pool under a dark night sky, wide angle, digital art, james jean, lavish color scheme, 8 k ",20,7.0,8,512,512,34
7106,"vox ac 3 0 mecha, character sheet, concept design, contrast, hot toys, kim jung gi, greg rutkowski, zabrocki, karlkka, jayison devadas, trending on artstation, 8 k, ultra wide angle, pincushion lens effect ",20,7.0,8,1024,512,59
40102,"beautiful young male prince orientalism expressive face detail by theodore ralli and nasreddine dinet and anders zorn and edwin longsden long and wlop, bronze age, ancient world, oil on canvas, masterful intricate artwork, excellent lighting, high detail 8 k ",20,7.0,8,512,768,55
6671,"portrait of a hybrid of emma stone and emma roberts and emma watson, photo realistic, highly detailed, perfect face, art by artgerm ",20,7.0,8,512,512,28
38348,"[ threateningly supposed evil anthropomorphic black cat ]! illustrated by [ trevor henderson ]!, horror! art style, macabre feel, dark! atmosphere and lighting, 4 k photorealistic! photography, shot by jimmy nelson, trending on [ unsplash ]!, contest winner, cgsociety photorealism, award winning, anthropomorphic full - body! ",20,9.0,8,512,512,83
5822,"sagittarius astrological sign sculpture in bronze by stanisław szukalski and wadim kashin, highly detailed, 3 d, star chart overlay ",20,7.0,8,768,512,32
48908,"8 k concept art from the modern arcane supernatural cybergnostic horror thriller anthology miniseries / on things unspoken /, by david mattingly and samuel araya and michael whelan and dave mckean and drew struzan. realistic matte painting with photorealistic hdr lighting. composition and layout inspired by christopher mckinney and anka zhuravleva and jordan hoffne. ",20,7.0,8,512,768,82
39611,"chocolate brownie as an actor, on stage ",20,7.0,8,512,512,9
14832,"“Natalie Portman, full color, mcbess poster, super detailed image””",20,7.0,8,512,512,18
46151,"a head and shoulders portrait of an anthropomorphic frog wearing a suit looking off camera, a character portrait by john trumbull, american romanticism, soft focus ",50,15.0,8,512,512,34
32862,"beautiful prince, male, black and red clothes, gold details, fantasy, highly detailed, intricate, smooth, art by anato finnstark, joseph leyendecker, peter mohrbacher, ruan jia, marc simonetti, ayami kojima, cedric peyravernay, finnian macmanus, alphonse mucha, victo ngai ",20,14.0,8,512,704,78
22345,"secret hidden path in the forest leading to a portal to outerspace, prismatic weather, flowers, expressive oil painting",20,7.0,8,512,512,23
15784,"Very very very very highly detailed epic central composition studio photography of Daniel Radcliffe smiling holding a wizard wand,  intricate, medieval, extremely detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, studio lighting, incredible art by Anna Dittmann and Anton Pieck",20,7.0,8,512,512,57
45264,"professional octane render portrait by wayne barlow and carlo crivelli and glenn fabry, a sinister man in a bright colorful patterned pastel wes anderson elevator operator costume inside a dark and moody vintage elevator in a high - end exotic vintage boutique hotel, very short depth of field, bokeh ",20,7.0,8,768,768,59
58647,artwork by Grant Wood,20,7.0,8,512,512,4
27562,"A goth portrait by Gustave Dore. Her hair is dark brown and cut into a short, messy pixie cut. She has a slightly rounded face, with a pointed chin, large entirely-black eyes, and a small nose. She is wearing a black tank top, a black leather jacket, a black knee-length skirt, a black choker, and black leather boots.",20,7.0,8,512,512,77
13879,"a real sized statue in the shape of a peanut, black and white, creepy, polaroid",20,7.0,8,512,512,19
45266,"vpgue octane render portrait by wayne barlow and carlo crivelli and glenn fabry, a sinister man in a bright colorful patterned pastel wes anderson elevator operator costume inside a dark and moody vintage elevator in a high - end exotic vintage boutique hotel, very short depth of field, bokeh ",20,7.0,8,768,768,60
29718,strange alien landscape with unusual trees and luminescent flowers with glowing pond and blue and purple mountains detailed artistic airbrush painting,20,7.0,8,512,512,24
1009,"a digital painting of some trees and rocks by ilya ostroukhov, trending on artstation, speedpainting, 2 d game art ",20,7.0,8,768,768,32
42406,beautiful elegant ernst haeckel fauna illustration of many greek cheek conures and flowers ,20,7.0,8,512,512,16
4702,"a colossal goddess is watching us from above, highly detailed, digital painting, artstation, octane render, concept art, matte, sharp focus, illustration ",20,7.0,8,512,512,32
52042,"morrigan aenslandcasting magic, a charming succubus, strapless dress, fantasy, d & d, by greg rutkowski and raymond swanland, sharp focus, trending on artstation, 8 k realistic digital art, cryengine, symmetric, league of legends splash art, concept art, frostbite 3 engine ",50,10.0,8,576,512,72
3015,beautiful fluffy magestic white tiger sitting in snowy winter landscape detailed painting 4 k ,20,7.0,8,512,512,15
28142,"The mascot for a once-popular fast food chain, 1980",20,7.0,8,512,512,12
57792,"skinny male fantasy alchemist, long dark hair, 1 9 2 0 s fashion, elegant, highly detailed, intricate, smooth, sharp focus, artstation, digital paining, concept art, art by donato giancola, greg rutkowski, artgerm, cedric peyravernay, valentina remenar, craig mullins ",35,6.0,8,512,768,71
38402,jake paul vs ksi ,20,7.0,8,512,512,5
20749,toucan relaxing on an island beach with palm trees detailed oil painting,20,7.0,8,512,512,14
42978,"orientalism painting of a potter by theodore ralli and nasreddine dinet and anders zorn and nikolay makovsky and edwin longsden long, oil on canvas, masterful intricate artwork, excellent lighting, high detail 8 k ",20,7.0,8,512,512,46
43297,"child, young boy, green hair, short hair, happy, intricate, smiling, highly detailed, sharp focus, artstation, watercolor, by charlie bowater and ross tran ",20,7.0,8,512,512,36
21845,"urban school zombie girl in tattered clothes crying blood fanart, dark blue long hair, muted colors, matte print, pastel colors, ornate, digital art, cute smile, digital painting, fan art, elegant, pixiv, by Ilya Kuvshinov, by Studio Ghibli",20,7.0,8,512,768,63
45114,"league of legends, best friends, kai'sa and xayah, beautiful, laughing, photorealism ",20,7.0,8,512,512,22
59150,"photo, a giant massive group of men wearing full body shiny reflective latex suits including pants and shirts and boots and masks, performing an incredibly acrobatic wild dance inside a decaying condemned 1980's mall, a giant massive shiny reflective latex kaiju",20,7.0,8,512,512,53
11492,"the creature in the basement, made of ceramic and blood, surrounded by animals, film still from the movie directed by denis villeneuve and david cronenberg with art direction by salvador dali and zdzisław beksinski, wide lens ",20,12.0,8,1024,576,48
36062,"a headshot of a stokely the slump god, headlocks, made of fractals facing each other, ultra realistic, wide angle, intricate details, the fifth element artifacts, highly detailed by peter mohrbacher, hajime sorayama, wayne barlowe, boris vallejo, aaron horkey, gaston bussiere, craig mullins ",20,10.0,8,512,640,74
56768,a cloud bedroom ,20,7.0,8,512,512,3
37664,"a painting in the style of rob gonsalves of a beautiful large shinto shrine with a torii in a natural setting, soft lighting, seasonal weather, forest of giant mushrooms ",20,7.0,8,768,512,37
59070,"Pope Francis sitting on a chair and crying while a black and white cat sits on his lap, realistic oil painting, painted by Roberto Ferri",50,7.0,8,512,512,28
19939,Scene from the 1954 science fiction film The Terminator,20,7.0,8,704,512,10
27945,"warrior woman in glowing azure sci-fi armor standing in doorway sliced by a iridescent glass cracks shattering the sky , centered,  crimson clouds, besinski style , 6 billion demons style,  background art deco palace, photorealism, 8k, artstation trending, Ray Tracing, octane renderer, high detail, vollumetric lighting",20,7.0,8,512,768,72
38355,"[ grimes in medieval cyberpunk armor ]! holding a [ sword in her hand ]! looking out into the [ futuristic cyberpunk city ]!, digital art style, anime style, trending on [ artstation ], 4 k, cgsociety contest winner, award winning, neon! lighting, neon subsurface scattering!, intricate, full - body!, volumetric lighting! ",20,9.0,8,768,896,83
4532,"digital concept art of a random fantasy mage by malgorzata kmiec, digital painting, artstation, concept art, smooth ",20,7.0,8,512,768,26
12205,“ low poly batman ” ,20,7.0,8,512,512,5
28249,"selena gomez, beauty expressive pose, fantasy, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha",20,12.0,8,512,512,48
49770,"detailed painting of a cat sitting on a toilet. vibrant, high quality, very funny, beautiful, hq. hd. 4 k. award winning. trending on artstation ",20,7.0,8,512,832,35
54225,"sims 4 medieval home, lilsimsie, behance contest winner, 4 k, 8 k, lush lighting, beautiful volumetric atmosphere ",20,7.0,8,512,640,29
21674,"Some goths hanging out at a Hot Topic store in the mall, painted by John William Waterhouse",20,7.0,8,704,512,20
23084,Where's Waldo? digital photography,20,7.0,8,1024,768,7
28075,Neoclassicist rave party,20,7.0,8,1024,1024,6
55336,"a full impasto portrait of snoop dogg in the aesthetic of shaun tan and edward hopper, ",20,7.0,8,704,512,19
7243,"impasto acrylic painting of a woman in a serene san francisco streetscape at night. inspired by leonid afremov, artstation, art - deco, cinematic lighting ",20,7.0,8,512,512,36
29047,"the stars like grains of sand, john atkinson grimshaw",20,7.0,8,512,512,11
51342,"hyper detailed 3 d render like an oil painting - portrait of majoras mask by jacek yerka, mariusz lewandowski, houdini algorithmic generative render, abstract brush strokes, masterpiece, edward hopper and james gilleard, zdzislaw beksinski, mark ryden, wolfgang lettl, hints of yayoi kasuma, octane render, 8 k ",20,7.0,8,512,512,82
44913,donald trump as a calico critters ,20,7.0,8,512,512,9
46452,"stunning symmetrical portrait of alain delon in front of a tall moog synthesizer, high contrast grainy blank and white photography print ilford warm tone ",20,7.0,8,512,512,29
16309,"Gal Gadot as the Scarlet Witch, illustrated by Antoine Verney-Carron and J. Lesaffre, trending on artstation, 4k, 8k, artstation 3d, artstation rendering, artstation 3d render, artstation 2d render",20,7.0,8,512,512,53
5064,"medium shot native american man, in a dark forest, mysterious, backlit, still from a pixar dreamworks movie, trending on artstation ",20,7.0,8,512,512,31
33312,"portrait of a cyberpunk robotic male artist, rock band, half skull, music, beautifully, detailed lighting, smooth, elegant, award winning, by alphonse mucha ",20,7.0,8,640,640,36
51484,jazz cup pattern 9 0 s ,20,7.0,8,512,512,6
38465,"a highly detailed portrait of a red dragon, in dragon age, stephen bliss ",13,14.0,8,512,512,15
18017,"three sitting girl in cyan and brown and white maxi dresses between clouds above green fields in sunset light, close up portrait, elegant, intricate, digital painting, artstation, concept art, golden hour, smooth, sharp focus, illustration, art by ed mell and Daniel F. Gerhartz and Jacek Malczewski and gustav klimt, Tibor Nagy",20,7.0,8,832,1024,78
11074,"a futuristic ergonomic virtual reality headset in the style of a bugatti cheyvron, insanely integrate, 8 k, productphoto, full shot, studiolight ",20,13.0,8,1024,1024,37
14717,"baby Angel, baby cherub,wearing angel, face covered, Gucci, x logo, Chanel style , halo, ski mask, balaclava, face covered, wearing angel halo covered face, orange hoodie, hip hop, multiple golden necklaces, fantasy art apex fortnite Video game icon, 2d game art gta5 cover , official fanart behance hd artstation by Jesper Ejsing, by RHADS, Makoto Shinkai and Lois van baarle, ilya kuvshinov, rossdraws",20,7.0,8,512,512,113
7051,iron inside a transmilenio ,20,7.0,8,512,512,7
49665,"very very beautiful furry art, bust profile picture of a male robotic anthro dolphin, synthetic cetacean hybrid android, face covered by dark fully opaque visor, wide bottlenose snout below visor, sleek round shapes, all ultramarine metal, integrated design, commission on furaffinity, cgsociety, octane render, sea in background ",50,8.0,8,512,512,76
26963,"human robot, unreal engine full body ",20,7.0,8,512,512,8
12230,"portrait pure joy, unreal engine, fantasy art by greg rutkowski, loish, rhads, ferdinand knab, makoto shinkai and lois van baarle, ilya kuvshinov, rossdraws, tom bagshaw, alphonse mucha, global illumination, radiant light, detailed and intricate environment ",20,8.0,8,512,704,69
48308,illustrated by zdzisław beksinski and greg rutkowski ,20,7.0,8,512,512,14
40591,"a marble sculpture of angela merkel holding a burning sword in her left hand, high details ",20,7.0,8,512,512,18
59189,"Virtual Reality music studio Ableton Live theme concept, light rays coming out of the windows, Paris loft style, raytracing, highly detailed, futuristic, unreal engine 5, photoscan",20,7.0,8,512,512,38
31741,guys from berserk ,20,7.0,8,512,512,5
36471,"a movie still by tarkovsky of henry iv on a horse in a field with lily of the valley and one birch, cinestill 8 0 0 t 3 5 mm, heavy grain, high quality, noir, natural textures, photorealistic, natural textures, ambient occlusion, hd, fog, criterion collection ",20,13.0,8,1024,512,64
28207,"a photograpic portrait of a pretty woman, steampunk, fantasy, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and H R Giger and alphonse mucha",20,7.0,8,512,512,55
26468,"God of forging and fire hephaistus creating the first artificial neural network in his volcanic laboratory, cinematic lighting, dark background, 50mm leica noctilux",20,7.0,8,512,512,35
28490,a viking warrior suplexing an astronaut,20,7.0,8,512,512,8
45434,"film still of wrinkly old men wearing surgical masks sitting at a round table and finger painting, directed by fellini, vibrant colours ",7,7.0,8,2048,256,27
1853,"a dark, mossy, gloomy, rainy road surrounded by woodland trees, leading to a beautiful, radiant house!!!!!!!, illustrated by greg rutkowski and gaston bussiere, cgsociety contest winner, trending on artstation, intricately defined, complexly detailed, gloomy, rainy atmosphere, 4 k ",20,7.0,8,768,512,73
5287,painting by sargent and leyendecker and greg hildebrandt savrasov levitan above the low clouds on new zealand sokotra faroe island sunset overcast thunder storm ,20,10.0,8,640,448,38
36153,"3 d close - up coherent symmetrical aesthetic satanic goddess water waves human skull, beautiful detailed japanese crow kitsune mask and classical japanese kimono highly detailed. iridescent accents. by wlop, tooth wu, greg rutkowski, alena aenami, beeple, octane render, ultra realistic. high contrast. teal, gold, black, white ",20,10.0,8,832,1024,75
37998,"portrait of a bicolor cat thief in a scenic urban environment by jesper ejsing and eddie mendoza, night ",20,7.0,8,512,512,23
30236,portrait of joker+Jack Nicholson,20,7.0,8,512,512,6
52203,"high quality landscape photo of an orangutan wearing cool dark sun glasses, ultra wide lens picture, detailed picture, cinematic composition, by edgar wright and david lynch ",20,7.0,8,512,512,33
12713,seamless hand painted texture of forest world of warcraft,20,7.0,8,512,512,11
16752,"A goth character portrait by Jean-Michel Basquiat. She has large evil eyes with entirely-black sclerae!!!!!! Her hair is dark brown and cut into a short, messy pixie cut. She has a slightly rounded face, with a pointed chin, and a small nose. She is wearing a black leather jacket, a black knee-length skirt, a black choker, and black leather boots.",20,7.0,8,512,640,88
57775,"beautiful code, syntax highlighting, aesthetically pleasing, emacs, vim ",50,7.0,8,512,512,16
56832,"snail with glasses, digital illustration, low poly, vibrant colors ",20,7.0,8,512,512,12
49724,alexandria ocasio cortez paying for groceries at the bodega ,20,7.0,8,512,512,15
18230,a screenshot of Barack Obama in Sea of Thieves (2018),20,7.0,8,640,512,13
59074,Wide shot of Avatar Aang from the Last Airbender shooting fire at Anakin Skywalker from Star Wars Episode 3 next to lava on Mustafar,50,7.0,8,512,512,30
52588,"movie still of god sun cyborg, cinematic composition, cinematic light, criterion collection, by edgar wright ",20,7.0,8,512,512,20
58592,artwork by yuumei,20,7.0,8,512,512,5
25221,Gardevoir speaking at a TED talk about black holes,20,7.0,8,576,512,11
55766,"beautiful young king, blonde hair, gold, 1 9 2 0 s fashion, fantasy, highly detailed, intricate, artstation, digital paining, character concept art, art by joseph leyendecker, donato giancola, dean cornwell, ruan jia, ayami kojima, alphonse mucha, cedric peyravernay, tom bagshaw ",20,7.0,8,512,768,77
10208,"bob ross!!! riding!!! a dinosaur!!, giant afro!, model pose, ultra realistic, concept art, intricate details, highly detailed, photorealistic, octane render, 8 k, unreal engine. art by artgerm and greg rutkowski and alphonse mucha ",20,9.0,8,512,512,64
57999,"mads mikkelson as clifford unger from death stranding, mysterious portrait, oil painting, orange fill light ",20,7.0,8,512,640,24
1787,"closeup realistic portrait of a zombie with a gasmask, backlit, oil painting, concept art, filip hodas, john howe, mike winkelmann, jessica rossier, andreas rocha, bruce pennington, albert bierstadt, peter mohrbacher, donato giancola, joseph christian leyendecker, wlop, boris vallejo ",20,15.0,8,512,704,78
58098,"metalhead, by yoshitaka amano, ruan jia, kentaro miura, artgerm, detailed, intricate details, trending on artstation, hd, masterpiece ",20,13.0,8,768,512,37
16669,A vaporwave cafe painted by Ilya Kuvshinov and Gustav Klimt and Edward Hopper,35,7.0,8,512,512,20
38287,"enormous fantasy armor, silver with gold trim, character concept art, fantasy art, extremely clean, exaggerated proportions, trending on artstation, by stanley lau, by artgerm, by wlop, by greg rutkowski, flat shading, smooth, polished, shiny, orthographic front view ",20,10.0,8,512,768,63
11328,shield fantasy epic legends game icon stylized digital illustration radiating a glowing aura global illumination ray tracing hdr fanart arstation by ian pesty and katarzyna da „ bek - chmiel ,20,7.0,8,512,768,39
37805,"death metal apocalypse fantasy, waves of waging war, tides of turning time d & d, fantasy, highly detailed, digital painting, trending on artstation, concept art, sharp focus ",20,7.0,8,1024,512,38
47154,landscape digital painting of modern apocalyptic london big ben houses of parliment themse intricate highly detailed dark fantasy art by charlie bowater tyler edlin ,20,7.0,8,768,512,29
2308,"a fantasy style portrait painting a character if spider man wanda maximoff and thanos had a daughter, purple skin, powerful chin, thanos style traits, painting, unreal 5, daz., rpg, portrait, extremely detailed, artgerm greg rutkowski _ greg ",20,15.0,8,512,704,57
