id,prompt,step,cfg,sampler,width,height,token_count
9795,"beautiful gold fantasy city made from white stone and bright copper built on the side of a volcano, gondor, misty, red sky, medieval city, metropolis, magic, gorgeous clouds, white marble, god rays, digital art, landscape, fantasy art, octane render, ureal engine, high detail, very realistic, by greg rutkowski. by james gurney ",20,13.0,8,512,1024,75
7229,"beautiful happy picturesque charming sci - fi organic pod - like homes of the future in a beautiful natural scene. water, trees and rocks. beautiful light. soft colour scheme. beautiful artistic detailed watercolor by lurid. ( 2 0 2 2 ) ",20,7.0,8,512,512,49
49280,"a dark, mossy, gloomy, rainy ( ( ( ( road ) ) ) ) surrounded by woodland trees, leading to a beautiful, radiant house!!!!, illustrated by greg rutkowski and gaston bussiere, cgsociety contest winner, trending on artstation, intricately defined, complexly detailed, gloomy, rainy atmosphere, 4 k ",20,7.0,8,768,512,78
5086,"a highly detailed tarot card of a large cross standing on the beach as a storm comes in with the tide, woman in a chair watching the ocean, epic fantasy, god rays, rocky beach, ultrawide lense, aerial photography, unreal engine, exquisite detail, 8 k, art by hokusai and jeong seon ",20,7.0,8,512,512,68
18307,"Cyrano de Bergerac and  Roxanne (Haley Bennet), are looking a teach other hand romantically. dramatic, high contrast, romantic, theatrical, lumnious, cinematic lights, oil canvas by Csók István, Munkácsi and Hollósy Simon",41,14.0,8,512,512,58
46869,"royal dinner room, art nouveau architecture, art by joseph leyendecker, ivan aivazovsky, ruan jia, reza afshar, marc simonetti, alphonse mucha ",50,14.0,8,960,512,40
8903,"mage, woman, portrait, dirty alley, a beautiful fantasy city, made from white stone and bright gold, built on the side of a volcano, gondor, misty, red sky, medieval city, metropolis, gorgeous clouds, god rays, fantasy art, octane render, ureal engine, high detail, alphonse mucha, greg rutkowski, james gurney, johannes voss ",20,13.0,8,512,640,80
40481,"highly detailed portrait of a boy with spikey blue hair and ice powers, in my hero academia, stephen bliss, 8 k, ferdinand knab, makoto shinkai and lois van baarle, anime key visual, big eyes, by akira toriyama, fantasy art by greg rutkowski, shonen art style, by kohei horikoshi, promotional image ",15,10.0,8,576,512,75
53717,abiodun olaku mona lisa by abiodun olaku mona! lisa by abiodun olaku ,20,7.0,8,512,512,25
22222,Evil Yoda,20,7.0,8,512,512,3
54364,"concrete surface texture, photo from above ",20,7.0,8,1024,1024,7
38173,"photo by josh pierce and prateek vatash, inside a smooth sleek soft dreamscape made out of colorful pastel soft foam, velvet furniture, arched window showing the ocean, pastel colors, giant rococo oil painting in a gold frame, sunset, cinema 4 d, 4 k, ray tracing reflections, volumetric lighting and shadows, haze, light beams ",20,10.0,8,768,768,74
8713,"3 3 rd century!!!!! lively!!!!! town street, cinematic photography, fisheye!!!!! lens, ( ( ( ( ( worm's - eye view ) ) ) ) ), illustrated by max hay, artstation, cgsociety contest winner, dramatic lighting, vignette ",20,7.0,8,512,512,69
39392,"the offspring, concept art, digital art ",20,12.0,8,512,512,8
26867,"Portrait studio photograph of Kanye West & an anthropomorphic teddy bear, close up, shallow depth of field, in the style of Felice Beato, Noir film still, 40mm",20,7.0,8,512,512,38
57923,"big colorful mushroom, a computer render by jonathan zawada, flume, a 3 d render, featured on polycount, shutterstock contest winner, psychedelic art, psychedelic, rendered in cinema 4 d, 3 d ",20,7.0,8,896,896,45
13134,"Full shot, Atmospheric lighting, By Makoto Shinkai, Stanley Artgerm Lau, WLOP , Rossdraws, James Jean, Andrei Riabovitchev, Marc Simonetti, krenz cushart, Sakimichan, D&D trending on ArtStation, digital art.",20,7.0,8,512,640,64
56280,greg rutkowski and wlop woman of tarot card the star card shows a woman kneeling at the edge of a small pond she is holding two containers of water one container hyperrealistic beautiful sexy ethereal white north pole girl portrait art nouveau fantasy intricate flower designs elegant highly detailed sharp focus art by artgerm pours the water into the river soul care nature peace galaxies female white fine line fractal glow ,50,13.0,8,512,704,84
7713,"sims 4 medieval home, lilsimsie, behance contest winner, 4 k, 8 k, lush lighting, beautiful volumetric atmosphere ",20,7.0,8,768,512,29
59159,"photo, a giant massive huge crowd of people in black cult robes holding lit fire torches worshipping a giant huge massive idol of an alien owl bat monster made of shiny reflective colorful latex, inside a massive dark cave, dripping blood raining from above, fog and mist, a beam of moonlight from a hole in the cave ceiling",20,7.0,8,512,512,65
40660,"hyper realistic, advanced digital art, style of final + fantasy + 1 5, beautiful female knight wearing metal reflective armor, gaussian blur, city reflection, 8 8 mm lens, lens flare, fire particle in front, depth of field, close up shot, rim lights wlop ",20,13.0,8,512,512,58
44064,close - up of a korean woman sleeps from behind in levitation above her bed vibrant by akihiko yoshida and edward hopper ,20,7.0,8,512,512,26
47362,"a beautiful woman with cybernetic muscles, painted by artgerm and tom bagshaw, fantasy art, dramatic lighting, highly detailed oil painting ",20,11.0,8,512,704,29
19378,"detailed masterpiece head and shoulders portrait of struggling Thor Chris Hemsworth with helmet by Ayami Kojima, Amano, Karol Bak, Gottfried Helnwein and Mark Brooks and Meats Meier and Ryan Brown, rich deep colors. the agony is real. Beksinski painting, part by Adrian Ghenie and Gerhard Richter and Jeremy Mann. art by Takato Yamamoto. medium shot. masterpiece . intricate artwork by Tooth Wu and wlop and greg rutkowski, very coherent artwork, cinematic, hyper realism, high detail, octane render, unreal engine, 8k, Vibrant colors, Smooth gradients, High contrast. by Katsuhiro Otomo, inspired by anime, movie grain, intricate detail, extremely detailed. painting by Arthur Rackham, Eugene de Blaas",20,7.0,8,512,512,163
34090,"blade runner movie poster of group of hungry homeless cyborgs at dinner in a garbage dump, full of electronic garbage and dirty disorder, strong rain, mud, volumetric fog, deep displacement, reflections, raytracing, raymarching, subsurface scattering, digital art, painted by zdzislaw beksinski ",20,13.0,8,1280,704,67
47461,giant head in the ocean ,20,7.0,8,512,512,5
10519,"a face portrait of a beautiful sorceress from skyrim casting a healing spell, fantasy setting, young face, serene colors, soft lighting, atmospheric, cinematic, moody, in the style of diego koi, gina heyer, luiz escanuela, art by alyssa monk, hyperrealism, rule of thirds, golden ratio, oil on canvas, 8 k ",30,10.0,8,704,960,76
1501,painting of a jungle frozen over!!! dry leaves scene on an alien planet by vincent bons. ultra sharp high quality digital render. detailed. beautiful landscape. weird vegetation. water. ,20,7.0,8,1600,512,38
3643,airplane in aerodynamic stall ,20,7.0,8,512,512,4
11650,an endless typhoon by utagawa hiroshige and luca della robbia in the style of jack vettriano ,20,7.0,8,768,512,21
40033,"portrait of a cross with nature and some thing about creation, christianity, cartoon, vector ",20,7.0,8,512,512,17
7664,"aku - aku from crash bandicoot saga, jungle safari photography ",20,7.0,8,512,512,15
2823,"steampunk himalayan rocksalt lamp pocketwatch inside a glass jar half - buried in sands of time, intricate detail, hyper detailed, ultra realistic, sharp focus, octane render, lantern, volumetric, ray tracing, artstation trending, moon, pocketwatch, cgsociety, sense of awe, swirling mist, moon, 4 k ",20,7.0,8,512,704,73
17548,"a singular beautiful smiling dog running happily towards its owner, ethereal heavenly rainbow bridge in the background behind the dog, hyperreal, hyperdetailed, golden retriever, tall golden heavenly gates, amazing, stunning artwork, featured on artstation, cgosciety, behance",44,7.0,8,512,704,58
41465,"detailed render of chibi style brown skinned nekomimi, fox ears, cute character design, pixiv context winner, clear clean design, minimalist ",20,7.0,8,512,512,32
25429,"fox animals conducting experiments in a chemistry lab, award winning photograph",20,7.0,8,512,512,12
12864,"a fat cute bumblebee, high resolution still from a disney pixar movie, huge adorable eyes",20,7.0,8,512,512,21
58509,"movie scene of a man standing in front of a multiverse machine, movie still, cinematic composition, cinematic light, by David Lynch",50,7.0,8,1024,576,26
8381,"sideview waist up portrait of violator spawn clown by laurie greasley and rene magritte, etching by gustave dore, intricate, sharp focus, illustration, highly detailed, digital painting, concept art, masterpiece ",20,10.0,8,512,768,45
11207,a self portrait by karl kopinski. pen and ink drawing on bristol board ,20,7.0,8,512,512,16
48631,"furry art, male aeromorph, robotic anthro with a jet fighter cockpit for a head and wings on back, human body plan, beautifully integrated highly original anthro design, sleek flowing shapes, commission on furaffinity, cgsociety, octane render ",35,20.0,8,512,512,59
6448,"things hidden inside my head by takashi murakami, superflat, pop culture, colorful, intricate, hyper detailed ",20,7.0,8,512,512,25
52399,"kovil in background, wearing a silk kurta, photograph of drake the rapper, drake the rapper's face ",20,7.0,8,512,512,23
51666,"merry and pippin taking selfies on their smartphones while gandalf the gray and samwise gamgee stand behind them scowling, beautiful nature scenery, movie still by peter jackson, merry brandybuck and pippin took holding smartphones in their hands ",20,7.0,8,512,512,52
17393,"Cow with wings, full-body portrait, 4k, 8k",20,7.0,8,512,512,14
20452,Beautiful portrait digital painting of an anthro anthropomorphic mint color wolf minimalist background,20,7.0,8,512,512,19
55321,"an alien planet with eerily thin trees and yellow algae, sci fi concept art by tyler edlin, antoine blanchard, thomas cole ",20,7.0,8,512,512,26
52371,"hwasa as a vampire. wearing intricate styled dress, semi realism, anime realism, symmetrical face, slim face, appealing, photorealism, uhd, amazing depth, glowing, golden ratio, sakimichan, greg rutowski, volumetric lighting, cinematic lighting, red orange lighting, artstation concept art ",20,7.0,8,512,704,66
42772,"thin young male alchemist, long dark hair, 1 9 2 0 s fashion, fantasy, art by joseph leyendecker, peter mohrbacher, ruan jia, finnian macmanus, marc simonetti, ayami kojima, vasnetsov, cedric peyravernay, alphonse mucha, victo ngai ",50,14.0,8,512,768,74
53045,"orientalism face detail of an evil demon by edwin longsden long and theodore ralli and nasreddine dinet and adam styka, masterful intricate art. oil on canvas, excellent lighting, high detail 8 k ",20,7.0,8,512,512,45
3471,a rat with a job as a business analyst at mckinsey ,20,7.0,8,512,512,13
37897,spaceship by doug chiang ,20,7.0,8,512,512,4
13843,"A beautiful photograph. It has no visible auditory organs, just eyes, human eyes, hundreds of them, in the ends of stalks that radiate from its body like some exotic fruit. dutch golden age, iStock by Claude Monet ecstatic",20,7.0,8,512,512,50
3844,"turbulent ocean made of dark - red energy under a bed of loquaciously indulgent cloudy skies, emanating red mist, illustrated by greg rutkowski and gaston bussiere, artstation, cgsociety contest winner, intricately defined, complexly detailed, zbrush, mannerism, 4 k ",20,7.0,8,768,512,67
37953,"a horror movie scene photograph of a real estate 1 9 7 0's hotel room, shadow figure, demonic, ghostly screaming child, shot on a disposable camera while on vacation, finely detailed, a liminal space, macabre lighting, decapitated, masked intruder, hyper - realistic # wtf # wtf # wtf ",20,7.0,1,640,512,71
12317,“ large boiling glass of chocolate milk ” ,20,7.0,8,512,512,8
29794,"Furries in an Old West-era pride parade, today\'s featured photograph 4k",20,7.0,8,512,512,19
31244,froge digital art ,20,7.0,8,512,512,4
2122,scene from the 1 9 1 7 science fiction film robocop ,20,7.0,8,704,512,13
45571,"steve harvey holding lightsaber, clean, realistic ",50,7.0,8,512,512,10
19581,"ultra detailed illustration of a angry latin girl covered in a sea of iridescent liquid by nekro, Karol Bak, colorful, vivid colors, 8k, coherent, anime vibes, uplifting, magical composition, artstation, synthwave, 8k, coherent, artgerm, uplifting, unreal engine, magical composition, artstation",20,13.0,8,704,704,74
34539,"close up profile of a calyrex, colourful, elegant, alphonse mucha, rhads, ross tran, artstation, artgem, octane render, 1 6 k ",20,7.0,8,704,512,40
5695,"photo of a custom shape electric guitar with ornaments and gems, ultra realistic ",20,7.0,8,512,512,14
27566,"A goth portrait painted by Gustav Klimt. Her hair is dark brown and cut into a short, messy pixie cut. She has a slightly rounded face, with a pointed chin, large entirely-black eyes, and a small nose. She is wearing a black tank top, a black leather jacket, a black knee-length skirt, a black choker, and black leather boots.",20,7.0,8,512,512,79
17813,cute alien squid creature detailed 3d pixar render,20,7.0,8,512,512,10
52846,"thin male alchemist, long dark hair, silver, 1 9 2 0 s fashion, fantasy, art by joseph leyendecker, donato giancola, dean cornwell, peter mohrbacher, ruan jia, marc simonetti, ayami kojima, cedric peyravernay, alphonse mucha, thomas kinkade, victo ngai ",20,7.0,8,512,768,79
334,"tall castle enclosed palisaded, with christian wooden churches and domes on them, log houses built on snow hills, slavic, russian, slovenian, tartarian architecture, contrasting, gray skies, hyper - detailed, artstation, cgsociety, 8 k ",20,7.0,8,896,512,53
47127,"a big black cat, no fur!!!!!! covered with feathers, by bob eggleton, magnificent, ultra detailed, ",50,7.0,8,512,704,27
42145,"inigo the fully - voiced red / black weasel thief companion, skyrim mod, photorealistic, dungeons & dragons concept fanart by liam wong ",20,15.0,8,512,640,30
41167,"celestial body orgasm detailed mixed media collage with canvas texture in style of contemporary art, punk art, photorealism, sensual bodies, expressionism, masterpiece, spectacular quality, intricate oil details, broken glass photo, torn paper intricate texture, large cracks, liquid glue spots, vivid and balanced ",20,7.0,8,704,896,58
52439,a space photograph of a hamster riding a dolphin on a cosmic rainbow ,20,7.0,8,512,512,14
29979,"4k digital artwork of a rococo princess, rococo ballgown, rococo fashion, pink and white",20,7.0,8,512,640,23
25745,"Christopher walken as pinhead from Hellraiser,",20,7.0,8,512,512,11
34969,"spritesheet game asset vector art, smooth style beeple, by thomas kinkade hearstone league of legends dofus overwatch ",20,7.0,8,512,512,28
44188,"a wholesome animation key shot of a brown and ashy short - haired 1 3 - year - old yorkshire terrier with a pink faded collar with five glass stars, studio ghibli, pixar and disney animation, sharp, rendered in unreal engine 5, anime key art by greg rutkowski, bloom, dramatic lighting ",35,15.0,8,1024,512,69
4268,painting by sargent and leyendecker and greg hildebrandt savrasov levitan kuindzhi aiwazovsky gorgeous fantasy landscape deep dark night and moonlight above the layered low clouds on madeira faroe azores iceland black coast icebergs and glacier alaska overcast storm wide angle view from above masterpiece ,20,7.0,8,448,640,63
36080,"radoslaw pujankawaii's aesthetic tetrachromacy hyper - realistic photo of an ancient goddess wrapped in fine silk, retro - futurism. highly detailed. hyper - fashion. intricate and sensual. ",20,7.0,8,640,640,45
41578,"a portrait of an anthropomorphic cyberpunk great white shark head, shredding an electric guitar by sandra chevrier, by jon foster, detailed render, epic composition, cybernetics, 4 k realistic, fender stratocaster, cryengine, realistic shaded lighting, sharp focus, masterpiece, by enki bilal ",20,12.5,8,512,640,70
34616,"seduction illustration, by lliam brazier, petros afshar, peter mohrbacher and victo ngai ",20,7.0,8,512,512,25
2650,"overgrown postapocalyptic ruins, birds in the sky, a rainbow, waterfall : : close shot : : 3 5 mm, realism, octane render, 8 k, exploration, cinematic, trending on artstation, realistic, 3 5 mm camera, unreal engine, hyper detailed, photo - realistic maximum detail, volumetric light, moody cinematic epic concept art, realistic matte painting, hyper photorealistic, concept art, volumetric light, cinematic epic, octane render, 8 k, corona render, movie concept art, octane render, 8 k, corona render, cinematic, trending on artstation, movie concept art, cinematic composition, ultra - detailed, realistic, hyper - realistic, volumetric lighting, 8 k ",20,7.0,8,512,512,151
38856,"languid temptation. minimalistic analogue mixed media collage with canvas texture in style of contemporary art, punk art, realistic face, expressionism, masterpiece, perfect composition, photorealistic beautiful face, spectacular quality, intricate details, shattered glass textures, colorful ",20,7.0,8,704,896,51
15359,"highly detailed portrait of a hopeful pretty astronaut lady with a wavy blonde hair, by Jamie Hewlett , 4k resolution, nier:automata inspired, bravely default inspired, vibrant but dreary but upflifting red, black and white color scheme!!! ((Space nebula background))",47,18.0,8,512,704,64
14217,"fantasy desiccated island,  surrounded by crystal  cliffs, viewed from the ocean, extremely detailed oil painting, unreal 5 render, rhads, Bruce Pennington, Studio Ghibli, tim hildebrandt, digital art, octane render, beautiful composition, trending on artstation, award-winning photograph, masterpiece",20,7.0,8,1024,512,68
13700,Duke Nukem in Warhammer Total War,20,9.0,8,512,512,9
36030,"giant bobbit worm attacking horse in the desert, 1 8 9 0 woodcut ink illustrated magazine page, old manuscrypt page, old book page, notes, informative text around illustrations, diagrams, intristic detailed ",20,7.0,8,512,768,47
48782,"coronation ceremony, fantasy, art by joseph leyendecker, peter mohrbacher, ivan aivazovsky, ruan jia, reza afshar, marc simonetti, alphonse mucha ",50,10.0,8,960,512,43
11866,"Sucy from little witch academia, anime style, countryside, calm, fantasy character portrait, dark outlines, dynamic pose, above view, sunny day, artwork by Makoto Shinkai, very coherent asymmetrical artwork, sharp edges, perfect face, simple form, 100mm",20,13.0,8,512,704,56
8024,"a woman sitting on top of a wooden stool, a polaroid photo by louisa puller, trending on pinterest, minimalism, white background, studio portrait, minimalist ",20,7.0,8,512,512,37
27162,"a male anime cyberpunk hero protagonist with two swords, wearing a heavy jacket and heavy black boots, character concept exploration, outfit designs, trending on artstation; clear silhouette, strong design, perfect anatomy, clean edges",20,7.0,8,1280,512,45
50021,"ernest hemmingway laughing, demented, scary pencil sketch ",50,7.0,8,512,512,12
22989,"3d dark infrared octane render portrait of beauty anime schoolgirl eating under dark japan subway. cute face. dramatic light, trending on artstation, 3d art by hayao miyazaki oil painting",20,7.0,8,512,768,40
50509,"spongebob and patrick, octane render, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha and william - adolphe bouguereau ",20,7.0,8,512,512,54
34402,"red medieval gown, white lace headband, beautiful girl in ballet pose, fantasy, han so - hee, friendly, pure, perfect face, blue eyes, highly detailed, masterpiece, artstation, art by emika lightweaver and antoine collignon and akihiko yoshida ",20,7.0,8,512,768,58
22031,illustrations from the newly discovered 2nd volume of the Voynich manuscript,20,7.0,8,512,512,13
4745,"mixture of dragon and cat, cute, fun, scary ",20,7.0,8,512,512,11
39282,"octane render by josh pierce and prateek vatash and roman bratschi and peter tarka, inside a beautiful boutique art deco hotel lobby with bright pastel colors and patterned wallpaper, cinema 4 d, 4 k, ray tracing reflections, volumetric lighting and shadows ",20,10.0,8,512,512,57
48365,"the somnambulist from the cabinet of dr. caligari playing a very large moog modular synthesizer, style of aubrey beardsley ",20,7.0,8,512,512,29
32596,"fashion photography of a dog, wearing carhartt clothes, outside, streetwear, casual outfit, photo 3 5 mm leica, hyperdetail, 4 k, very detailed, black and white ",19,14.0,8,704,1280,40
40222,a city with palm and sea in the style of david hockney ,20,7.0,8,512,512,13
17617,"Selfie!!!!! of a man, first person view, fisheye lens, photorealistic image, trending on artstation, 4k, 8k",20,7.0,8,512,512,35
57096,a gothic girl in a candy world realistic detailled ,20,7.0,8,512,512,10
6199,"machine, matte painting, peter elson ",20,10.0,8,704,512,9
53270,"artwork by max ernst, edward hopper ",20,7.0,8,512,512,7
13260,A poorly made photoshop graphic image of the funniest meme ever,27,7.0,8,512,512,15
39853,"full - body d & d mtg surreal colorful undead giant with wings anatomy on white background, action pose, intricate, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by norman rockwell emiliano ponzi andrey remnev yoann lossel aaron jasinski, reference sheet ",20,7.0,8,512,704,68
35821,"worm's eye view of a tall brightly lit cyberpunk cathedral with stained glass at night in the rain, worm's eye view of a woman holding an umbrella gazing upward with wonder, octane ray tracing, volumetric lighting, worm's eye view, trending on artstation, extreme low angle, woman with umbrella, cathedral ",20,7.0,8,640,768,69
6899,"ancient greek ruins, digital painting, concept art, fantasy, colourful, night, golden hour ",20,7.0,8,768,512,18
17426,"a japanese woman diffuse lighting, fantasy, intricate, elegant, highly detailed, lifelike, photorealistic, digital painting, artstation, illustration, concept art, smooth, sharp focus, art by John Collier and Albert Aublet and Krenz Cushart and Artem Demura and Alphonse Mucha",20,7.0,8,512,512,65
3596,a beautiful painting of a civilization by hieronymous bosch ,35,20.0,8,1024,512,12
44424,"concept art of a hyper realistic vaporwave futuristic palace made of glass and steel, illuminated dense fog, depth of field, cinematic dramatic lights, deep focus, intricate, elegant, highly detailed, foggy, mysterious, digital painting, artstation, concept art, matte, sharp focus, art by artgerm and greg rutkowski and alphonse mucha ",50,13.0,8,1024,512,74
40325,"octane render by ricardo bofill and buckminster fuller and weta digital, inside a high - end exotic colorful pastel vintage boutique hotel lounge, deep depth of field, 8 k, cinema 4 d, raytraced lighting and reflections, very sharp focus, crisp render, trending on cgsociety ",20,10.0,8,768,768,65
33626,"little spiders on large dinosaur egg, alien dinosaur close - up, lush rainbow jungle, sun beams, glowing alien artifact, les edwards, zdzislaw beksinski, carl gustav carus, john harris, michal karcz, zhang kechun, mikko lagerstedt, scott listfield, steven outram, jessica rossier ",20,7.0,8,512,512,73
19905,"a superhero whose body is made of glue, concept art",50,5.0,8,512,512,11
13237,"stary night, mosque, tower, house, city ",20,7.0,8,1024,512,11
6521,a lion fighting a polar bear ,20,7.0,8,704,512,6
36696,"horizon forbidden west machine monster figurine mech | face of beautiful, rich, soft, crisp, enticing madison beer | architectural biomechanical floral ramjet bumblebee temple | an ultrafine hyperrealistic illustration by artgerm and mucha and beeple : : intricate linework, octane render and artstation and hi - fructose, intricate environment ",20,12.0,8,512,512,78
38705,"greg manchess oil matte painting, anthropomorphic thresher shark with a lightsaber fighting a blond knight, fantasy, wonderful masterpiece highly detailed, scifi, beautiful cinematic light deep focus, elegant, digital painting, smooth, sharp focus, golden ratio, dramatic illumination, ultra realistic, 4 k, art by greg rutkowski wlop rossdraws ",20,7.0,8,704,512,77
17248,Angelina Jolie as Jessica Rabbit,20,7.0,8,512,512,6
39535,"photo through an airplane window of a giant creature far away, ultra detailed, 4 k ",20,7.0,8,512,768,17
34098,"a beautiful fashion charming blond flight attendant, masterpiece retrowave art, symmetrical, maximalist, lily frame, art by ilya kuvshinov, rossdraws, sharp focus, art by wlop and artgerm, extreme detail, detailed drawing, detailed face ",20,12.0,8,768,512,55
16398,"a flying ghost!!! in a waterfall, close up, hyperdetailed, artstation, cgsociety, 8k",20,12.0,8,1024,576,29
17999,"а fantasy  real spider inspired   blizzard games, full body, detailed and realistic, 4k, trending on artstation, octane render",20,7.0,8,512,1024,27
41940,"battered warrior maile and surcoat orientalism face detail by theodore ralli and nasreddine dinet and anders zorn and edwin longsden long and wlop, bronze age, sword and sorcery, oil on canvas, masterful intricate artwork, excellent lighting, high detail 8 k ",20,7.0,8,512,768,60
17976,"film still of Kendall Jenner in the new Denis Villeneuve film, mysterious glamour, sexy, intriguing, film lighting, photography film portrait by Paolo Reversi. Emotionnal.",20,7.0,8,512,768,36
2145,"imperium, matte painting, chris foss ",20,10.0,8,704,512,11
57963,"shiba on the moon fantasy art heartstone video game icon, 2 d game art gta cover, official fanart behance hd artstation by jesper ejsing, by rhads, makoto shinkai and lois van baarle, ilya kuvshinov, rossdraws ",20,7.0,8,512,512,63
50997,"psychedelic angelic celestial being artwork of esao andrews frank xavier leyendecker, energy body, sacred geometry, esoteric art, divinity detailed, saturated colors, ",50,12.0,8,512,512,33
23935,"epic bull headed minotaur beast in silver heavy armor wielding giant axe, artwork, vivid colors, concept art, greek mythology, detailed, modern design, dark fantasy, digital painting, artstation, d&d",20,15.0,8,512,512,43
36990,"athens style, small building, city, street, science fiction, cyberpunk, rain day, wide angle, full of people, moon, a lot of lights, cinematic lighting, high detail, digital painting, concept art, illustration, smooth, sharp focus, trending on artstation, trending on deviantart, 4 k ",20,7.0,8,1024,512,68
53474,"no negative space uhd hyperrealistic photorealisitc hyperdetailed detailed bigfoot screaming, motion lines!!!! sparks flying!!! motion blur!! with sparking circuits, studio lighting, by phil hale!!!! goya!!! ayami kojima amano karol bak, greg hildebrandt and mark brooks ",20,7.0,8,512,768,76
38820,"gandalf the grey as a muppet, ",20,7.0,8,512,512,10
55492,"turquoise sightseeing album cover, film, soft lighting gradient. no text no watermarks. ",20,7.0,8,768,768,19
25252,"fox-like guy in a lab coat, casting a spell, trending on artstation, doctor who",20,7.0,8,512,512,21
16405,"the creature sells a used car, made of wax and water, film still from the movie directed by Denis Villeneuve with art direction by Salvador Dalí, wide lens",20,12.0,8,1024,576,32
7093,"princes of hell in alice in wonderland tripping on ayahuasca with faces in the background, intricate detail, painting, klimt, royo, frazetta, whealan, ",20,7.0,8,512,512,40
54183,"majestic futuristic elf city made of white stone and decorated with gold, a lot of plants and trees, futuristic vehicles flying around, epic buildings in the center, light clouds, cinematic sky, sunrise, 8 k, unreal engine 5, sharp ",50,7.0,8,960,512,48
55180,screenprint solarized portrait of a cop in riot gear by andy warhol ,20,7.0,8,512,512,15
35465,"a single lone cyberpunk spaceship emerging from a galactic nebula, by gi kim jung, highly detailed ",20,8.0,8,768,512,20
5787,"painting of crossbred between cat & chameleon!!!, by zdzislaw beksinski, by dariusz zawadzki, by francis barlow, cold hue's, warm tone gradient background, concept art, nature painting, beautiful composition ",20,9.5,8,512,768,55
23912,Woman and her robot against the world. In a beautiful natural scene. Rough strokes and grainy. Interesting colour scheme. Fine detail. Beautiful digital artwork by artist Lurid. (2022),20,7.0,8,512,512,39
22404,Dallas from payday two at a McDonalds,20,7.0,8,512,512,9
42543,"close - up on poor quality food, water, and gruel : on a table. background : empty minimalist interior of a dirty automated kiosk, black tiles on walls. black and white, pencil and ink. by gabriel hardman, joe alves, chris bonura. cinematic atmosphere, detailed and intricate, perfect anatomy ",20,15.0,8,704,704,67
16139,"  futuristic sci-fi city of Atlantis zeus statue and hill valley grec greeble temple of olympus glory island  little wood bridge painting of tower  ivy plant   in marble  late afternoon light, wispy clouds in a blue sky, by frank lloyd wright and greg rutkowski and ruan jia  ",20,12.0,8,1280,704,58
45706,"astronauts in dark minimalists underwater void - hyperdetailed suit. reflection and dispersion materials. rays and dispersion of light. volumetric light. 5 0 mm, f / 3 2. noise film photo. flash photography. ultra realistic, wide angle. poster by wayne barlowe, hajime sorayama aaron horkey, craig mullins. dark key. ",50,5.0,8,512,704,78
31036,"beautiful prince, male, gold, portrait, fantasy, detailed, smooth, sharp focus, art by finnian macmanus, ayami kojima, ruan jia, cedric peyravernay, joseph leyendecker, anato finnstark, peter mohrbacher, marc simonetti, victo ngai, virginia frances sterrett, kay nielsen ",20,9.0,8,512,704,77
33058,"blurry and dreamy screencap of a character from 8 0 s horror anime, woman with short hair and black eyes wearing dress suit with tie, satoshi kon anime, character design by yoshitaka amano and junji ito, glitchy vhs tape, streets of night tokyo in the background, perfect blue color palette, noisy film grain effect, blurry image ",20,15.0,8,640,512,76
6472,vladimir putin in a donald trump costume ,20,7.0,8,512,512,7
1549,"ancient irish dinosaur, relief wood carving, detailed ",20,7.0,8,704,704,9
15503,"Lara croft as samurai , wet face , heavy rain ,dramatic, intricate, highly detailed, concept art, smooth, sharp focus, illustration, Unreal Engine 5, 8K",20,7.0,8,512,512,35
20884,"50 year old black haired man with very short hair, buzz cut,  round face, square face, round jaw, wide chin , romanian, silver silver glasses,  romanian heritage, brown eyes, brown eyes, olive skin, round nose, round chin, clean shaven wide face,smiling, thin lips, digital art, concept art, cgsociety, painterly, painting, 8k, illustration, painting, dramatic,  beautiful, art by loish loish loish, cartoon, stylized  painterly, trending on artstation, medium shot, uncropped ",20,20.0,8,512,512,116
